date,ticker,sector,entry_time,exit_time,entry,exit,stop,target,shares,cost,gross_pnl,commission,net_pnl,exit_reason,rsi_entry,vol_ratio,atr
2026-04-24,SOUN,AI Voice,2026-04-24 15:50:00+00:00,2026-04-24 16:05:00+00:00,8.095,8.0162,8.0162,8.2526,6,48.57,-0.4728,0.06,-0.5328,STOP,74.6,1.97,0.0525
2026-04-24,SOUN,AI Voice,2026-04-24 16:30:00+00:00,2026-04-24 17:05:00+00:00,8.0599,8.1869,7.9964,8.1869,6,48.36,0.7617,0.06,0.7017,TARGET,65.0,1.35,0.0423
2026-04-27,SOUN,AI Voice,2026-04-27 15:40:00+00:00,2026-04-27 15:50:00+00:00,8.065,7.9955,7.9955,8.204,6,48.39,-0.4171,0.06,-0.4771,STOP,50.9,1.47,0.0463
2026-04-27,SOUN,AI Voice,2026-04-27 18:20:00+00:00,2026-04-27 18:45:00+00:00,8.0935,8.0539,8.0539,8.1726,6,48.56,-0.2374,0.06,-0.2974,STOP,63.7,1.28,0.0264
2026-04-27,SOUN,AI Voice,2026-04-27 18:55:00+00:00,2026-04-27 19:55:00+00:00,8.125,8.17,8.0739,8.2273,6,48.75,0.27,0.06,0.21,EOD,65.7,3.03,0.0341
2026-04-28,SOUN,AI Voice,2026-04-28 16:50:00+00:00,2026-04-28 18:45:00+00:00,8.095,8.175,8.0463,8.1924,6,48.57,0.48,0.06,0.42,EOD,60.7,1.92,0.0324
2026-03-31,HIMS,Telehealth,2026-03-31 16:40:00+00:00,2026-03-31 19:55:00+00:00,20.47,20.785,20.1944,21.0212,2,40.94,0.63,0.02,0.61,EOD,67.8,2.13,0.1837
2026-04-02,HIMS,Telehealth,2026-04-02 16:40:00+00:00,2026-04-02 17:35:00+00:00,19.2,19.0386,19.0386,19.5228,2,38.4,-0.3228,0.02,-0.3428,STOP,50.2,1.37,0.1076
2026-04-02,HIMS,Telehealth,2026-04-02 19:20:00+00:00,2026-04-02 19:55:00+00:00,19.125,19.14,18.9646,19.4458,2,38.25,0.03,0.02,0.01,EOD,58.6,1.63,0.1069
2026-04-06,HIMS,Telehealth,2026-04-06 16:50:00+00:00,2026-04-06 17:00:00+00:00,20.285,20.1461,20.1461,20.5628,2,40.57,-0.2778,0.02,-0.2978,STOP,62.2,1.68,0.0926
2026-04-06,HIMS,Telehealth,2026-04-06 18:55:00+00:00,2026-04-06 19:05:00+00:00,20.195,20.0751,20.0751,20.4349,2,40.39,-0.2399,0.02,-0.2599,STOP,61.7,1.25,0.08
2026-04-06,HIMS,Telehealth,2026-04-06 19:10:00+00:00,2026-04-06 19:55:00+00:00,20.2,20.32,20.0596,20.4809,2,40.4,0.24,0.02,0.22,EOD,60.7,1.25,0.0936
2026-04-07,HIMS,Telehealth,2026-04-07 15:55:00+00:00,2026-04-07 18:50:00+00:00,19.515,19.357,19.357,19.831,2,39.03,-0.316,0.02,-0.336,STOP,57.6,1.54,0.1053
2026-04-07,HIMS,Telehealth,2026-04-07 19:15:00+00:00,2026-04-07 19:55:00+00:00,19.6,19.53,19.434,19.9321,2,39.2,-0.14,0.02,-0.16,EOD,59.2,2.22,0.1107
2026-04-09,HIMS,Telehealth,2026-04-09 16:00:00+00:00,2026-04-09 16:40:00+00:00,19.41,19.2541,19.2541,19.7218,2,38.82,-0.3118,0.02,-0.3318,STOP,64.5,1.33,0.1039
2026-04-09,HIMS,Telehealth,2026-04-09 17:40:00+00:00,2026-04-09 17:50:00+00:00,19.34,19.236,19.236,19.5479,2,38.68,-0.2079,0.02,-0.2279,STOP,53.5,1.46,0.0693
2026-04-09,HIMS,Telehealth,2026-04-09 19:30:00+00:00,2026-04-09 19:50:00+00:00,19.435,19.6755,19.3147,19.6755,2,38.87,0.481,0.02,0.461,TARGET,69.4,2.57,0.0802
2026-04-10,HIMS,Telehealth,2026-04-10 16:00:00+00:00,2026-04-10 16:40:00+00:00,19.75,19.5341,19.5341,20.1819,2,39.5,-0.4319,0.02,-0.4519,STOP,60.2,1.96,0.144
2026-04-10,HIMS,Telehealth,2026-04-10 16:55:00+00:00,2026-04-10 18:05:00+00:00,19.72,19.5314,19.5314,20.0972,2,39.44,-0.3772,0.02,-0.3972,STOP,56.9,1.55,0.1257
2026-04-13,HIMS,Telehealth,2026-04-13 15:20:00+00:00,2026-04-13 16:10:00+00:00,20.445,20.8465,20.2442,20.8465,2,40.89,0.803,0.02,0.783,TARGET,68.8,1.5,0.1338
2026-04-13,HIMS,Telehealth,2026-04-13 16:30:00+00:00,2026-04-13 16:50:00+00:00,21.02,21.3761,20.8419,21.3761,2,42.04,0.7122,0.02,0.6922,TARGET,76.8,1.34,0.1187
2026-04-13,HIMS,Telehealth,2026-04-13 16:55:00+00:00,2026-04-13 17:25:00+00:00,21.31,21.7151,21.1075,21.7151,2,42.62,0.8101,0.02,0.7901,TARGET,77.5,1.41,0.135
2026-04-14,HIMS,Telehealth,2026-04-14 16:35:00+00:00,2026-04-14 17:55:00+00:00,21.455,21.3407,21.3407,21.6835,2,42.91,-0.2285,0.02,-0.2485,STOP,59.0,2.41,0.0762
2026-04-14,HIMS,Telehealth,2026-04-14 19:45:00+00:00,2026-04-14 19:55:00+00:00,21.4093,21.2753,21.2753,21.6773,2,42.82,-0.268,0.02,-0.288,STOP,64.8,3.34,0.0893
2026-04-15,HIMS,Telehealth,2026-04-15 18:10:00+00:00,2026-04-15 18:50:00+00:00,22.315,22.8141,22.0654,22.8141,2,44.63,0.9982,0.02,0.9782,TARGET,75.9,9.37,0.1664
2026-04-15,HIMS,Telehealth,2026-04-15 19:35:00+00:00,2026-04-15 19:55:00+00:00,23.795,24.6499,23.3676,24.6499,2,47.59,1.7097,0.02,1.6897,TARGET,74.1,1.21,0.285
2026-04-16,HIMS,Telehealth,2026-04-16 15:25:00+00:00,2026-04-16 18:30:00+00:00,26.2351,27.2545,25.7254,27.2545,1,26.24,1.0194,0.01,1.0094,TARGET,65.5,2.62,0.3398
2026-04-16,HIMS,Telehealth,2026-04-16 18:35:00+00:00,2026-04-16 19:05:00+00:00,27.52,27.1177,27.1177,28.3246,1,27.52,-0.4023,0.01,-0.4123,STOP,77.2,3.17,0.2682
2026-04-17,HIMS,Telehealth,2026-04-17 19:35:00+00:00,2026-04-17 19:55:00+00:00,28.68,28.83,28.4044,29.2312,1,28.68,0.15,0.01,0.14,EOD,68.8,1.83,0.1837
2026-04-20,HIMS,Telehealth,2026-04-20 17:20:00+00:00,2026-04-20 19:30:00+00:00,31.329,30.9517,30.9517,32.0836,1,31.33,-0.3773,0.01,-0.3873,STOP,62.0,1.44,0.2515
2026-04-21,HIMS,Telehealth,2026-04-21 17:30:00+00:00,2026-04-21 18:55:00+00:00,29.51,30.0437,29.2431,30.0437,1,29.51,0.5337,0.01,0.5237,TARGET,48.6,1.27,0.1779
2026-04-21,HIMS,Telehealth,2026-04-21 19:00:00+00:00,2026-04-21 19:15:00+00:00,30.042,30.5404,29.7928,30.5404,1,30.04,0.4984,0.01,0.4884,TARGET,64.5,1.39,0.1661
2026-04-21,HIMS,Telehealth,2026-04-21 19:20:00+00:00,2026-04-21 19:35:00+00:00,30.615,30.3087,30.3087,31.2276,1,30.61,-0.3063,0.01,-0.3163,STOP,77.1,3.27,0.2042
2026-04-22,HIMS,Telehealth,2026-04-22 19:10:00+00:00,2026-04-22 19:55:00+00:00,28.745,29.01,28.5313,29.1725,1,28.75,0.265,0.01,0.255,EOD,64.5,1.26,0.1425
2026-04-24,HIMS,Telehealth,2026-04-24 16:30:00+00:00,2026-04-24 17:30:00+00:00,30.93,30.566,30.566,31.6579,1,30.93,-0.364,0.01,-0.374,STOP,70.6,1.39,0.2426
2026-04-24,HIMS,Telehealth,2026-04-24 18:30:00+00:00,2026-04-24 18:50:00+00:00,30.8,30.5876,30.5876,31.2248,1,30.8,-0.2124,0.01,-0.2224,STOP,57.2,2.98,0.1416
2026-04-24,HIMS,Telehealth,2026-04-24 19:30:00+00:00,2026-04-24 19:40:00+00:00,30.59,30.3566,30.3566,31.0567,1,30.59,-0.2334,0.01,-0.2434,STOP,49.5,1.58,0.1556
2026-03-31,TQQQ,3x QQQ,2026-03-31 16:35:00+00:00,2026-03-31 16:40:00+00:00,40.4999,41.2736,40.113,41.2736,1,40.5,0.7737,0.01,0.7637,TARGET,68.4,2.5,0.2579
2026-03-31,TQQQ,3x QQQ,2026-03-31 16:45:00+00:00,2026-03-31 19:55:00+00:00,40.94,41.7,40.3633,42.0934,1,40.94,0.76,0.01,0.75,EOD,72.3,2.85,0.3845
2026-04-01,TQQQ,3x QQQ,2026-04-01 17:00:00+00:00,2026-04-01 17:30:00+00:00,43.9562,43.7938,43.7938,44.2811,1,43.96,-0.1624,0.01,-0.1724,STOP,69.9,1.88,0.1083
2026-04-02,TQQQ,3x QQQ,2026-04-02 16:40:00+00:00,2026-04-02 19:55:00+00:00,42.925,43.33,42.4734,43.8282,1,42.92,0.405,0.01,0.395,EOD,54.4,1.44,0.3011
2026-04-06,TQQQ,3x QQQ,2026-04-06 18:20:00+00:00,2026-04-06 19:55:00+00:00,44.05,44.12,43.7891,44.5719,1,44.05,0.07,0.01,0.06,EOD,62.2,1.22,0.174
2026-04-07,TQQQ,3x QQQ,2026-04-07 16:00:00+00:00,2026-04-07 18:55:00+00:00,43.125,42.688,42.688,43.999,1,43.12,-0.437,0.01,-0.447,STOP,61.2,2.51,0.2913
2026-04-07,TQQQ,3x QQQ,2026-04-07 19:15:00+00:00,2026-04-07 19:55:00+00:00,43.5199,44.15,43.1363,44.2871,1,43.52,0.6301,0.01,0.6201,EOD,62.8,3.95,0.2557
2026-04-08,TQQQ,3x QQQ,2026-04-08 18:00:00+00:00,2026-04-08 18:15:00+00:00,48.215,48.0383,48.0383,48.5683,1,48.22,-0.1767,0.01,-0.1867,STOP,63.1,1.25,0.1178
2026-04-09,TQQQ,3x QQQ,2026-04-09 15:25:00+00:00,2026-04-09 15:45:00+00:00,47.885,48.4522,47.6014,48.4522,1,47.88,0.5672,0.01,0.5572,TARGET,54.7,1.31,0.1891
2026-04-09,TQQQ,3x QQQ,2026-04-09 16:00:00+00:00,2026-04-09 16:45:00+00:00,48.9002,48.5091,48.5091,49.6823,1,48.9,-0.3911,0.01,-0.4011,STOP,74.9,2.3,0.2607
2026-04-09,TQQQ,3x QQQ,2026-04-09 19:30:00+00:00,2026-04-09 19:55:00+00:00,48.945,48.97,48.7464,49.3423,1,48.94,0.025,0.01,0.015,EOD,63.0,1.32,0.1324
2026-04-10,TQQQ,3x QQQ,2026-04-10 15:20:00+00:00,2026-04-10 15:25:00+00:00,49.795,49.5405,49.5405,50.304,1,49.79,-0.2545,0.01,-0.2645,STOP,68.2,1.35,0.1697
2026-04-13,TQQQ,3x QQQ,2026-04-13 16:20:00+00:00,2026-04-13 18:50:00+00:00,49.585,50.0942,49.3304,50.0942,1,49.58,0.5092,0.01,0.4992,TARGET,60.9,1.59,0.1697
2026-04-06,UVXY,VIX ETF,2026-04-06 17:00:00+00:00,2026-04-06 17:30:00+00:00,49.2008,48.746,48.746,50.1105,1,49.2,-0.4548,0.01,-0.4648,STOP,59.4,3.55,0.3032
2026-04-06,UVXY,VIX ETF,2026-04-06 18:30:00+00:00,2026-04-06 19:55:00+00:00,49.14,48.6013,48.6013,50.2173,1,49.14,-0.5387,0.01,-0.5487,STOP,53.4,1.64,0.3591
2026-04-08,UVXY,VIX ETF,2026-04-08 17:05:00+00:00,2026-04-08 18:00:00+00:00,44.3,43.8911,43.8911,45.1177,1,44.3,-0.4089,0.01,-0.4189,STOP,44.7,1.31,0.2726
2026-04-08,UVXY,VIX ETF,2026-04-08 18:15:00+00:00,2026-04-08 19:50:00+00:00,44.34,43.8035,43.8035,45.4129,1,44.34,-0.5365,0.01,-0.5465,STOP,48.5,2.05,0.3576
2026-04-10,UVXY,VIX ETF,2026-04-10 15:30:00+00:00,2026-04-10 17:10:00+00:00,41.55,42.2925,41.1787,42.2925,1,41.55,0.7425,0.01,0.7325,TARGET,64.6,1.75,0.2475
2026-04-10,UVXY,VIX ETF,2026-04-10 18:50:00+00:00,2026-04-10 19:00:00+00:00,42.0277,41.7852,41.7852,42.5126,1,42.03,-0.2425,0.01,-0.2525,STOP,54.5,1.48,0.1616
2026-04-10,UVXY,VIX ETF,2026-04-10 19:35:00+00:00,2026-04-10 19:55:00+00:00,41.85,41.85,41.6027,42.3446,1,41.85,0.0,0.01,-0.01,EOD,50.8,1.36,0.1649
2026-04-14,UVXY,VIX ETF,2026-04-14 16:10:00+00:00,2026-04-14 18:20:00+00:00,38.57,39.0018,38.3541,39.0018,1,38.57,0.4318,0.01,0.4218,TARGET,58.3,2.13,0.1439
2026-04-14,UVXY,VIX ETF,2026-04-14 19:50:00+00:00,2026-04-14 19:55:00+00:00,38.78,38.64,38.5823,39.1754,1,38.78,-0.14,0.01,-0.15,EOD,59.2,6.11,0.1318
2026-04-15,UVXY,VIX ETF,2026-04-15 15:20:00+00:00,2026-04-15 16:20:00+00:00,39.01,38.7599,38.7599,39.5102,1,39.01,-0.2501,0.01,-0.2601,STOP,63.6,1.38,0.1667
2026-04-15,UVXY,VIX ETF,2026-04-15 16:35:00+00:00,2026-04-15 16:45:00+00:00,39.0,39.3494,38.8253,39.3494,1,39.0,0.3494,0.01,0.3394,TARGET,57.6,2.02,0.1165
2026-04-15,UVXY,VIX ETF,2026-04-15 19:20:00+00:00,2026-04-15 19:55:00+00:00,38.72,38.9,38.5797,39.0005,1,38.72,0.18,0.01,0.17,EOD,45.9,1.35,0.0935
2026-04-16,UVXY,VIX ETF,2026-04-16 16:05:00+00:00,2026-04-16 17:30:00+00:00,39.45,39.155,39.155,40.0399,1,39.45,-0.295,0.01,-0.305,STOP,59.9,1.21,0.1966
2026-04-17,UVXY,VIX ETF,2026-04-17 17:20:00+00:00,2026-04-17 17:25:00+00:00,37.83,37.4893,37.4893,38.5115,1,37.83,-0.3408,0.01,-0.3508,STOP,55.6,1.98,0.2272
2026-04-17,UVXY,VIX ETF,2026-04-17 19:00:00+00:00,2026-04-17 19:35:00+00:00,37.79,37.5722,37.5722,38.2256,1,37.79,-0.2178,0.01,-0.2278,STOP,59.1,2.39,0.1452
2026-04-17,UVXY,VIX ETF,2026-04-17 19:45:00+00:00,2026-04-17 19:55:00+00:00,37.675,38.1242,37.4504,38.1242,1,37.67,0.4492,0.01,0.4392,TARGET,51.1,2.01,0.1497
2026-04-20,UVXY,VIX ETF,2026-04-20 17:35:00+00:00,2026-04-20 19:45:00+00:00,39.24,39.6329,39.0436,39.6329,1,39.24,0.3929,0.01,0.3829,TARGET,59.6,2.58,0.131
2026-04-21,UVXY,VIX ETF,2026-04-21 17:05:00+00:00,2026-04-21 17:35:00+00:00,39.78,39.4293,39.4293,40.4813,1,39.78,-0.3507,0.01,-0.3607,STOP,59.6,3.03,0.2338
2026-04-21,UVXY,VIX ETF,2026-04-21 18:15:00+00:00,2026-04-21 18:50:00+00:00,39.714,39.3075,39.3075,40.527,1,39.71,-0.4065,0.01,-0.4165,STOP,55.2,1.73,0.271
2026-04-21,UVXY,VIX ETF,2026-04-21 19:35:00+00:00,2026-04-21 19:40:00+00:00,39.665,40.5033,39.2459,40.5033,1,39.67,0.8383,0.01,0.8283,TARGET,56.5,2.46,0.2794
2026-04-22,UVXY,VIX ETF,2026-04-22 15:40:00+00:00,2026-04-22 16:00:00+00:00,39.785,39.4642,39.4642,40.4267,1,39.78,-0.3208,0.01,-0.3308,STOP,62.9,1.61,0.2139
2026-04-22,UVXY,VIX ETF,2026-04-22 16:30:00+00:00,2026-04-22 17:00:00+00:00,39.66,39.3935,39.3935,40.1931,1,39.66,-0.2665,0.01,-0.2765,STOP,57.8,1.67,0.1777
2026-04-22,UVXY,VIX ETF,2026-04-22 18:15:00+00:00,2026-04-22 18:30:00+00:00,39.3799,39.2183,39.2183,39.7031,1,39.38,-0.1616,0.01,-0.1716,STOP,51.5,1.37,0.1077
2026-04-23,UVXY,VIX ETF,2026-04-23 15:40:00+00:00,2026-04-23 16:25:00+00:00,39.58,39.3751,39.3751,39.9897,1,39.58,-0.2049,0.01,-0.2149,STOP,63.1,1.28,0.1366
2026-04-23,UVXY,VIX ETF,2026-04-23 17:00:00+00:00,2026-04-23 17:05:00+00:00,39.54,40.1602,39.2299,40.1602,1,39.54,0.6202,0.01,0.6102,TARGET,55.4,2.9,0.2067
2026-04-23,UVXY,VIX ETF,2026-04-23 17:10:00+00:00,2026-04-23 17:40:00+00:00,40.2707,41.0653,39.8734,41.0653,1,40.27,0.7946,0.01,0.7846,TARGET,70.5,3.89,0.2649
2026-04-24,UVXY,VIX ETF,2026-04-24 15:25:00+00:00,2026-04-24 15:40:00+00:00,39.1,38.8712,38.8712,39.5577,1,39.1,-0.2288,0.01,-0.2388,STOP,49.7,2.5,0.1526
2026-04-24,UVXY,VIX ETF,2026-04-24 17:30:00+00:00,2026-04-24 17:50:00+00:00,39.075,38.8782,38.8782,39.4685,1,39.08,-0.1968,0.01,-0.2068,STOP,51.2,1.44,0.1312
2026-04-24,UVXY,VIX ETF,2026-04-24 18:10:00+00:00,2026-04-24 18:55:00+00:00,39.02,38.7964,38.7964,39.4673,1,39.02,-0.2237,0.01,-0.2337,STOP,52.0,2.26,0.1491
